Ensembl.gene.ID	Ensembl.transcript.ID	RefSeq.mRNA.ID	Gene.name	UCSC.ID
ENSG00000121766	ENST00000616393	NM_001282571	ZCCHC17	uc031tvx.1
ENSG00000121766	ENST00000618216	NM_001282572	ZCCHC17	uc031tvw.1
ENSG00000121766	ENST00000618216	NM_001282574	ZCCHC17	uc031tvw.1
ENSG00000121766	ENST00000616859	NM_001282573	ZCCHC17	uc031tvv.1
ENSG00000174950	ENST00000374027	NM_207397	CD164L2	uc031tuv.2
ENSG00000127423	ENST00000538789	NM_001287490	AUNIP	uc031tuh.1
ENSG00000117245	ENST00000375044	NM_001287212	KIF17	uc031trv.2
ENSG00000276747	ENST00000619609	NM_207421	PADI6	uc031trf.2
ENSG00000189337	ENST00000503743	NM_015209	KAZN	uc031tqj.2
ENSG00000182330	ENST00000357367	NM_001012276	PRAMEF8	uc031tpv.2
ENSG00000279804	ENST00000624297	NM_001099850	PRAMEF18	uc031tpq.2
ENSG00000179412	ENST00000323770	NM_001302551	HNRNPCL4	uc031tpp.2
ENSG00000232423	ENST00000376189	NM_001010889	PRAMEF6	uc031tpn.1
ENSG00000187545	ENST00000235347	NM_001039361	PRAMEF10	uc031tpi.2
ENSG00000239810	ENST00000619922	NM_001146344	PRAMEF11	uc031tph.2
ENSG00000116721	ENST00000332296	NM_023013	PRAMEF1	uc031tpg.1
ENSG00000162496	ENST00000616661	NM_001324370	DHRS3	uc031tpa.2
ENSG00000162496	ENST00000616661	NM_001319225	DHRS3	uc031tpa.2
ENSG00000162496	ENST00000616661	NM_004753	DHRS3	uc031tpa.2
ENSG00000048707	ENST00000613099	NM_018156	VPS13D	uc031tov.2
ENSG00000048707	ENST00000620676	NM_015378	VPS13D	uc031tou.2
ENSG00000049239	ENST00000602477	NM_001282587	H6PD	uc031tny.2
ENSG00000162585	ENST00000487186	NM_001282670	FAAP20	uc031tmw.2
ENSG00000162585	ENST00000400918	NM_001282673	FAAP20	uc031tmv.2
ENSG00000078369	ENST00000610897	NM_001282539	GNB1	uc031tmu.1
ENSG00000189339	ENST00000617444	NM_001290264	SLC35E2B	uc031tmq.2
ENSG00000248333	ENST00000407249	NM_001787	CDK11B	uc031tml.2
ENSG00000248333	ENST00000341832	NM_033486	CDK11B	uc031tmi.2
ENSG00000248333	ENST00000341832	NM_033490	CDK11B	uc031tmi.2
ENSG00000248333	ENST00000341832	NM_033487	CDK11B	uc031tmi.2
ENSG00000248333	ENST00000341832	NM_001291345	CDK11B	uc031tmi.2
ENSG00000248333	ENST00000340677	NM_033489	CDK11B	uc031tmg.1
ENSG00000198910	ENST00000370060	NM_000425	L1CAM	uc031tks.2
ENSG00000198910	ENST00000370060	NM_001278116	L1CAM	uc031tks.2
ENSG00000123728	ENST00000620646	NM_001271187	RAP2C	uc031tkj.1
ENSG00000196440	ENST00000423738	NM_001256155	ARMCX4	uc031tkc.1
ENSG00000183035	ENST00000621735	NM_001271680	CYLC1	uc031tka.2
ENSG00000147145	ENST00000614823	NM_001278000	LPAR4	uc031tjz.2
ENSG00000147100	ENST00000587091	NM_006517	SLC16A2	uc031tjy.2
ENSG00000147164	ENST00000622277	NM_001256185	SNX12	uc031tjx.2
ENSG00000102349	ENST00000640927	NM_001324099	KLF8	uc031tjr.2
ENSG00000102001	ENST00000376251	NM_001256790	CACNA1F	uc031tjm.3
ENSG00000078061	ENST00000377039	NM_001256197	ARAF	uc031tjj.2
ENSG00000188408	ENST00000602297	NM_001271752	MAGEB5	uc031thc.1
ENSG00000102172	ENST00000379404	NM_001258423	SMS	uc031tgx.2
ENSG00000182798	ENST00000400004	NM_001277307	MAGEB17	uc031tgu.2
ENSG00000238227	ENST00000561457	NM_001256526	TMEM250	uc031tfs.1
ENSG00000130635	ENST00000618395	NM_001278074	COL5A1	uc031tfl.2
ENSG00000130717	ENST00000372211	NM_001261451	UCK1	uc031tfj.2
ENSG00000167118	ENST00000372850	NM_001265582	URM1	uc031tfh.2
ENSG00000148334	ENST00000617202	NM_001256335	PTGES2	uc031tff.2
ENSG00000136856	ENST00000610552	NM_001271712	SLC2A8	uc031tfc.2
ENSG00000095303	ENST00000619306	NM_001271164	PTGS1	uc031tey.2
ENSG00000138835	ENST00000374134	NM_001282922	RGS3	uc031teu.3
ENSG00000138835	ENST00000374134	NM_001351526	RGS3	uc031teu.3
ENSG00000136870	ENST00000615466	NM_001278240	ZNF189	uc031teq.2
ENSG00000127081	ENST00000395506	NM_001354536	ZNF484	uc031tel.1
ENSG00000127081	ENST00000395506	NM_001261459	ZNF484	uc031tel.1
ENSG00000127081	ENST00000395506	NM_001261460	ZNF484	uc031tel.1
ENSG00000187753	ENST00000339137	NM_001276367	C9orf153	uc031teh.1
ENSG00000187753	ENST00000339137	NM_001276366	C9orf153	uc031teh.1
ENSG00000148057	ENST00000454393	NM_001351535	IDNK	uc031tef.2
ENSG00000148057	ENST00000454393	NM_001256915	IDNK	uc031tef.2
ENSG00000107372	ENST00000237937	NM_001278243	ZFAND5	uc031ted.1
ENSG00000107372	ENST00000237937	NM_001278245	ZFAND5	uc031ted.1
ENSG00000107372	ENST00000237937	NM_001278244	ZFAND5	uc031ted.1
ENSG00000147905	ENST00000534928	NM_001289120	ZCCHC7	uc031tds.3
ENSG00000147905	ENST00000534928	NM_001289121	ZCCHC7	uc031tds.3
ENSG00000205442	ENST00000604921	NM_001271706	IZUMO3	uc031tdg.1
ENSG00000107105	ENST00000380110	NM_001351459	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351465	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351458	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351455	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351457	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351464	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351461	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351463	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351456	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351460	ELAVL2	uc031tdf.2
ENSG00000107105	ENST00000380110	NM_001351462	ELAVL2	uc031tdf.2
ENSG00000137145	ENST00000602925	NM_017925	DENND4C	uc031tcw.2
ENSG00000205549	ENST00000380683	NM_001271829	C9orf92	uc031tcu.2
ENSG00000107104	ENST00000619269	NM_001256877	KANK1	uc031tct.1
ENSG00000179950	ENST00000527197	NM_001271097	PUF60	uc031tcq.2
ENSG00000179950	ENST00000456095	NM_001271099	PUF60	uc031tcp.2
ENSG00000164935	ENST00000622554	NM_001257317	DCSTAMP	uc031tcb.2
ENSG00000164932	ENST00000520337	NM_001256099	CTHRC1	uc031tbz.2
ENSG00000120963	ENST00000518336	NM_001267709	ZNF706	uc031tbv.2
ENSG00000120963	ENST00000521272	NM_001267708	ZNF706	uc031tbu.2
ENSG00000168333	ENST00000303202	NM_001256598	PPDPFL	uc031tbc.2
ENSG00000168333	ENST00000522267	NM_001256597	PPDPFL	uc031tbb.2
ENSG00000168333	ENST00000517663	NM_001256596	PPDPFL	uc031tba.2
ENSG00000185900	ENST00000614426	NM_001277971	POMK	uc031taz.1
ENSG00000167034	ENST00000523261	NM_001256339	NKX3-1	uc031tao.2
ENSG00000226430	ENST00000530447	NM_001256869	USP17L7	uc031tag.2
ENSG00000225327	ENST00000530484	NM_001256871	USP17L3	uc031taf.1
ENSG00000237038	ENST00000527080	NM_001256872	USP17L8	uc031tae.1
ENSG00000236125	ENST00000526929	NM_001256874	USP17L4	uc031tab.1
ENSG00000230549	ENST00000529559	NM_001256873	USP17L1	uc031taa.1
ENSG00000106028	ENST00000481508	NM_001256510	SSBP1	uc031szj.2
ENSG00000106028	ENST00000612337	NM_001256513	SSBP1	uc031szh.2
ENSG00000106028	ENST00000612337	NM_001256512	SSBP1	uc031szh.2
ENSG00000106028	ENST00000612337	NM_001256511	SSBP1	uc031szh.2
ENSG00000106344	ENST00000223073	NM_018077	RBM28	uc031szb.2
ENSG00000160991	ENST00000356387	NM_001271819	ORAI2	uc031syr.1
ENSG00000160991	ENST00000356387	NM_001126340	ORAI2	uc031syr.1
ENSG00000160991	ENST00000356387	NM_001271818	ORAI2	uc031syr.1
ENSG00000146828	ENST00000540482	NM_001267812	SLC12A9	uc031syn.1
ENSG00000166526	ENST00000424697	NM_001278290	ZNF3	uc031syk.2
ENSG00000166526	ENST00000424697	NM_001318136	ZNF3	uc031syk.2
ENSG00000166526	ENST00000424697	NM_001362776	ZNF3	uc031syk.2
ENSG00000282301	ENST00000611620	NM_001256497	CYP3A7-CYP3A51P	uc031syj.2
ENSG00000196313	ENST00000627934	NM_172020	POM121	uc031sxs.3
ENSG00000197008	ENST00000359735	NM_001271640	ZNF138	uc031sxm.1
ENSG00000197008	ENST00000307355	NM_001271639	ZNF138	uc031sxl.2
ENSG00000164746	ENST00000539619	NM_001267865	C7orf57	uc031sxf.2
ENSG00000196335	ENST00000354639	NM_032944	STK31	uc031swr.2
ENSG00000196335	ENST00000354639	NM_001260504	STK31	uc031swr.2
ENSG00000105877	ENST00000409508	NM_001277115	DNAH11	uc031swp.2
ENSG00000157999	ENST00000409061	NM_001271700	ANKRD61	uc031swn.2
ENSG00000060762	ENST00000621685	NM_001270879	MPC1	uc031sra.2
ENSG00000146457	ENST00000621533	NM_001270531	WTAP	uc031sqv.3
ENSG00000146457	ENST00000631126	NM_001270533	WTAP	uc031squ.2
ENSG00000146457	ENST00000614346	NM_001270532	WTAP	uc031sqt.2
ENSG00000155906	ENST00000622845	NM_001271937	RMND1	uc031spy.2
ENSG00000118503	ENST00000612899	NM_006290	TNFAIP3	uc031spv.2
ENSG00000118503	ENST00000612899	NM_001270507	TNFAIP3	uc031spv.2
ENSG00000118503	ENST00000612899	NM_001270508	TNFAIP3	uc031spv.2
ENSG00000112282	ENST00000368060	NM_001270522	MED23	uc031spr.2
ENSG00000164483	ENST00000457563	NM_001277185	SAMD3	uc031spp.2
ENSG00000135549	ENST00000615438	NM_001270394	PKIB	uc031spm.2
ENSG00000188820	ENST00000368606	NM_001276460	CALHM6	uc031spk.2
ENSG00000057663	ENST00000343245	NM_001286106	ATG5	uc031spi.3
ENSG00000146276	ENST00000369451	NM_001267582	GABRR1	uc031spe.2
ENSG00000124490	ENST00000616725	NM_001261822	CRISP2	uc031sou.1
ENSG00000124490	ENST00000616725	NM_001142435	CRISP2	uc031sou.1
ENSG00000124490	ENST00000616725	NM_001142407	CRISP2	uc031sou.1
ENSG00000096384	ENST00000620073	NM_001271970	HSP90AB1	uc031sor.1
ENSG00000112561	ENST00000403298	NM_001271945	TFEB	uc031sop.2
ENSG00000124493	ENST00000374177	NM_001256809	GRM4	uc031som.3
ENSG00000137404	ENST00000376420	NM_001270708	NRM	uc031snh.2
ENSG00000137404	ENST00000376420	NM_001270709	NRM	uc031snh.2
ENSG00000047579	ENST00000622898	NM_001271667	DTNBP1	uc031smw.2
ENSG00000047579	ENST00000622898	NM_001271669	DTNBP1	uc031smw.2
ENSG00000047579	ENST00000355917	NM_001271668	DTNBP1	uc031smv.2
ENSG00000111859	ENST00000620854	NM_001271033	NEDD9	uc031sms.2
ENSG00000124570	ENST00000612421	NM_001271823	SERPINB6	uc031smn.2
ENSG00000185372	ENST00000329365	NM_001258283	OR2V1	uc031smg.1
ENSG00000182230	ENST00000515817	NM_001265615	FAM153B	uc031smb.2
ENSG00000145934	ENST00000518659	NM_001122679	TENM2	uc031slx.2
ENSG00000145868	ENST00000340253	NM_205836	FBXO38	uc031slt.2
ENSG00000196800	ENST00000356972	NM_001001325	SPINK14	uc031sls.2
ENSG00000113578	ENST00000612258	NM_000800	FGF1	uc031slo.2
ENSG00000113578	ENST00000612258	NM_001257207	FGF1	uc031slo.2
ENSG00000113578	ENST00000619447	NM_001257209	FGF1	uc031slm.2
ENSG00000113578	ENST00000619447	NM_001354956	FGF1	uc031slm.2
ENSG00000113578	ENST00000619447	NM_001257208	FGF1	uc031slm.2
ENSG00000113578	ENST00000619447	NM_001257211	FGF1	uc031slm.2
ENSG00000113578	ENST00000610990	NM_001257210	FGF1	uc031slk.2
ENSG00000146021	ENST00000508657	NM_001257194	KLHL3	uc031sle.1
ENSG00000164404	ENST00000624495	NM_001288826	GDF9	uc031slb.3
ENSG00000164404	ENST00000624495	NM_001288828	GDF9	uc031slb.3
ENSG00000186367	ENST00000564719	NM_001257308	MINAR2	uc031skx.2
ENSG00000151292	ENST00000361991	NM_004384	CSNK1G3	uc031skw.2
ENSG00000151292	ENST00000360683	NM_001044723	CSNK1G3	uc031skv.2
ENSG00000151292	ENST00000360683	NM_001364146	CSNK1G3	uc031skv.2
ENSG00000151292	ENST00000360683	NM_001364144	CSNK1G3	uc031skv.2
ENSG00000080709	ENST00000610748	NM_001278204	KCNN2	uc031skt.2
ENSG00000145777	ENST00000379706	NM_138551	TSLP	uc031skq.1
ENSG00000151422	ENST00000618353	NM_001308031	FER	uc031skp.2
ENSG00000145687	ENST00000514493	NM_001256735	SSBP2	uc031skm.2
ENSG00000132842	ENST00000519295	NM_001271769	AP3B1	uc031skl.2
ENSG00000189045	ENST00000601380	NM_001276713	ANKDD1B	uc031ski.2
ENSG00000164346	ENST00000296802	NM_001271665	NSA2	uc031skh.2
ENSG00000171617	ENST00000618628	NM_001256574	ENC1	uc031skd.1
ENSG00000113407	ENST00000502553	NM_001258437	TARS	uc031sja.2
ENSG00000176788	ENST00000616743	NM_001271606	BASP1	uc031siz.2
ENSG00000113430	ENST00000513692	NM_001278632	IRX4	uc031sir.2
ENSG00000113430	ENST00000622814	NM_001278633	IRX4	uc031siq.1
ENSG00000113430	ENST00000505790	NM_001278634	IRX4	uc031sip.2
ENSG00000113430	ENST00000613726	NM_001278635	IRX4	uc031sio.1
ENSG00000249915	ENST00000618970	NM_001267557	PDCD6	uc031sil.1
ENSG00000249915	ENST00000505221	NM_001267559	PDCD6	uc031sik.2
ENSG00000249915	ENST00000614778	NM_001267558	PDCD6	uc031sij.1
ENSG00000154553	ENST00000284770	NM_001257963	PDLIM3	uc031sib.2
ENSG00000154553	ENST00000620787	NM_001257962	PDLIM3	uc031sia.2
ENSG00000168594	ENST00000618444	NM_001278127	ADAM29	uc031shw.1
ENSG00000168594	ENST00000615367	NM_001278125	ADAM29	uc031shv.1
ENSG00000164162	ENST00000613466	NM_001318367	ANAPC10	uc031shp.1
ENSG00000164162	ENST00000613466	NM_001256708	ANAPC10	uc031shp.1
ENSG00000205301	ENST00000511113	NM_001277353	MGAT4D	uc031shc.2
ENSG00000164056	ENST00000622283	NM_001258039	SPRY1	uc031sgz.1
ENSG00000164056	ENST00000610581	NM_001258038	SPRY1	uc031sgy.1
ENSG00000183423	ENST00000594814	NM_198506	LRIT3	uc031sgv.2
ENSG00000198856	ENST00000613215	NM_001267817	OSTC	uc031sgu.2
ENSG00000198856	ENST00000512478	NM_001267818	OSTC	uc031sgt.2
ENSG00000138696	ENST00000440890	NM_001256793	BMPR1B	uc031sgn.2
ENSG00000138696	ENST00000512312	NM_001256792	BMPR1B	uc031sgm.3
ENSG00000163110	ENST00000359265	NM_001256429	PDLIM5	uc031sgl.2
ENSG00000174792	ENST00000616557	NM_001257072	ODAPH	uc031sfy.2
ENSG00000128040	ENST00000618802	NM_001271722	SPINK2	uc031sep.2
ENSG00000128040	ENST00000504762	NM_001271720	SPINK2	uc031sen.2
ENSG00000128040	ENST00000506738	NM_001271718	SPINK2	uc031sel.2
ENSG00000249693	ENST00000512175	NM_001256475	THEGL	uc031seh.2
ENSG00000249948	ENST00000508166	NM_020973	GBA3	uc031sdv.2
ENSG00000228856	ENST00000504104	NM_001256867	USP17L30	uc031sdr.1
ENSG00000248933	ENST00000511280	NM_001256863	USP17L22	uc031sdp.1
ENSG00000249811	ENST00000506414	NM_001256862	USP17L21	uc031sdo.1
ENSG00000250745	ENST00000506151	NM_001256861	USP17L20	uc031sdn.1
ENSG00000248920	ENST00000515566	NM_001256860	USP17L19	uc031sdm.1
ENSG00000249104	ENST00000511568	NM_001256857	USP17L17	uc031sdl.1
ENSG00000223569	ENST00000621432	NM_001256894	USP17L15	uc031sdk.1
ENSG00000232399	ENST00000429667	NM_001256855	USP17L13	uc031sdj.1
ENSG00000227551	ENST00000415041	NM_001256853	USP17L12	uc031sdi.1
ENSG00000233136	ENST00000457736	NM_001256854	USP17L11	uc031sdh.1
ENSG00000231396	ENST00000417945	NM_001256852	USP17L10	uc031sdg.1
ENSG00000114248	ENST00000523069	NM_001277127	LRRC31	uc031scf.2
ENSG00000163870	ENST00000648957	NM_001353004	TPRA1	uc031sbr.2
ENSG00000163870	ENST00000648957	NM_001353003	TPRA1	uc031sbr.2
ENSG00000163870	ENST00000648957	NM_001353007	TPRA1	uc031sbr.2
ENSG00000163870	ENST00000648957	NM_001353005	TPRA1	uc031sbr.2
ENSG00000144908	ENST00000273450	NM_001270364	ALDH1L1	uc031sbp.2
ENSG00000082684	ENST00000451055	NM_001256347	SEMA5B	uc031sbm.1
ENSG00000144827	ENST00000494817	NM_001272069	ABHD10	uc031saw.2
ENSG00000163636	ENST00000482510	NM_001271781	PSMD6	uc031saj.2
ENSG00000255154	ENST00000481972	NM_001348715	HTD2	uc031sag.2
ENSG00000255154	ENST00000481972	NM_001348714	HTD2	uc031sag.2
ENSG00000010322	ENST00000420808	NM_001276294	NISCH	uc031sad.2
ENSG00000164081	ENST00000611400	NM_001278195	TEX264	uc031saa.2
ENSG00000164078	ENST00000621387	NM_001318913	MST1R	uc031rzw.2
ENSG00000164054	ENST00000444115	NM_001272066	SHISA5	uc031rzr.2
ENSG00000164054	ENST00000443308	NM_001272065	SHISA5	uc031rzq.2
ENSG00000213689	ENST00000444177	NM_007248	TREX1	uc031rzp.2
ENSG00000164053	ENST00000412052	NM_001271023	ATRIP	uc031rzo.2
ENSG00000164051	ENST00000395694	NM_001256964	CCDC51	uc031rzm.2
ENSG00000164051	ENST00000395694	NM_024661	CCDC51	uc031rzm.2
ENSG00000164051	ENST00000447018	NM_001256966	CCDC51	uc031rzk.2
ENSG00000164051	ENST00000447018	NM_001256967	CCDC51	uc031rzk.2
ENSG00000163818	ENST00000539217	NM_001276379	LZTFL1	uc031rzf.2
ENSG00000186446	ENST00000620116	NM_001258280	ZNF501	uc031rzc.1
ENSG00000168314	ENST00000441980	NM_001278323	MOBP	uc031ryx.2
ENSG00000179796	ENST00000456208	NM_001317811	LRRC3B	uc031rys.2
ENSG00000132170	ENST00000397010	NM_001354666	PPARG	uc031rym.2
ENSG00000100300	ENST00000396265	NM_001256530	TSPO	uc031rxx.2
ENSG00000100300	ENST00000329563	NM_001256531	TSPO	uc031rxw.2
ENSG00000128311	ENST00000622841	NM_001270483	TST	uc031rxn.1
ENSG00000185651	ENST00000458578	NM_001256355	UBE2L3	uc031rxe.1
ENSG00000099899	ENST00000404751	NM_001257994	TRMT2A	uc031rwl.2
ENSG00000099968	ENST00000611738	NM_001270727	BCL2L13	uc031rwh.1
ENSG00000099968	ENST00000618481	NM_001270726	BCL2L13	uc031rwg.1
ENSG00000099968	ENST00000616863	NM_001270735	BCL2L13	uc031rwf.1
ENSG00000157551	ENST00000613499	NM_001276436	KCNJ15	uc031rvn.2
ENSG00000157551	ENST00000612702	NM_002243	KCNJ15	uc031rvm.2
ENSG00000157551	ENST00000612702	NM_001276435	KCNJ15	uc031rvm.2
ENSG00000180509	ENST00000611936	NM_001270404	KCNE1	uc031rve.2
ENSG00000180509	ENST00000621601	NM_001270405	KCNE1	uc031rvd.1
ENSG00000154721	ENST00000400532	NM_001270408	JAM2	uc031rvc.2
ENSG00000197457	ENST00000540534	NM_001276310	STMN3	uc031ruo.1
ENSG00000124092	ENST00000422869	NM_001269047	CTCFL	uc031ruj.1
ENSG00000124092	ENST00000608903	NM_001269055	CTCFL	uc031rui.2
ENSG00000244687	ENST00000415862	NM_001257394	UBE2V1	uc031rug.2
ENSG00000244687	ENST00000415862	NM_022442	UBE2V1	uc031rug.2
ENSG00000244687	ENST00000617119	NM_001282576	UBE2V1	uc031rue.1
ENSG00000244687	ENST00000625172	NM_001257398	UBE2V1	uc031ruc.1
ENSG00000244687	ENST00000371657	NM_001257396	UBE2V1	uc031rtz.2
ENSG00000124194	ENST00000612599	NM_001256740	GDAP1L1	uc031rto.1
ENSG00000124194	ENST00000617075	NM_001256738	GDAP1L1	uc031rtn.1
ENSG00000126005	ENST00000456790	NM_001355003	MMP24OS	uc031rsw.3
ENSG00000126005	ENST00000424358	NM_001355004	MMP24OS	uc031rsv.3
ENSG00000197183	ENST00000621426	NM_001256798	NOL4L	uc031rss.2
ENSG00000101220	ENST00000399672	NM_001258430	C20orf27	uc031rsi.2
ENSG00000125877	ENST00000399838	NM_001351739	ITPA	uc031rsg.2
ENSG00000125877	ENST00000399838	NM_001267623	ITPA	uc031rsg.2
ENSG00000125877	ENST00000399838	NM_001324236	ITPA	uc031rsg.2
ENSG00000125877	ENST00000399838	NM_001324238	ITPA	uc031rsg.2
ENSG00000101365	ENST00000613370	NM_001258384	IDH3B	uc031rsd.1
ENSG00000130294	ENST00000649096	NM_004321	KIF1A	uc031rsb.2
ENSG00000144488	ENST00000409506	NM_001308370	ESPNL	uc031rsa.1
ENSG00000184182	ENST00000612130	NM_001278305	UBE2F	uc031rrz.1
ENSG00000184182	ENST00000409953	NM_001278306	UBE2F	uc031rry.2
ENSG00000184182	ENST00000409633	NM_001278308	UBE2F	uc031rrw.2
ENSG00000144535	ENST00000273009	NM_001257281	DIS3L2	uc031rrt.2
ENSG00000168958	ENST00000392059	NM_001277067	MFF	uc031rrq.1
ENSG00000168958	ENST00000409565	NM_001277066	MFF	uc031rro.2
ENSG00000158552	ENST00000621130	NM_001270999	ZFAND2B	uc031rrj.1
ENSG00000158552	ENST00000444522	NM_001270998	ZFAND2B	uc031rri.1
ENSG00000197713	ENST00000438204	NM_001318930	RPE	uc031rre.2
ENSG00000197713	ENST00000438204	NM_001278288	RPE	uc031rre.2
ENSG00000118263	ENST00000421199	NM_001270943	KLF7	uc031rrb.2
ENSG00000183671	ENST00000612892	NM_001261453	GPR1	uc031rqw.3
ENSG00000183671	ENST00000612892	NM_001261452	GPR1	uc031rqw.3
ENSG00000183671	ENST00000621141	NM_001261454	GPR1	uc031rqu.3
ENSG00000183671	ENST00000621141	NM_001261455	GPR1	uc031rqu.3
ENSG00000182329	ENST00000498697	NM_001277372	KIAA2012	uc031rqt.1
ENSG00000138395	ENST00000434439	NM_001261436	CDK15	uc031rqs.2
ENSG00000155749	ENST00000439709	NM_001289993	ALS2CR12	uc031rqr.2
ENSG00000119013	ENST00000433898	NM_001257102	NDUFB3	uc031rqp.3
ENSG00000144339	ENST00000392314	NM_001305134	TMEFF2	uc031rqm.2
ENSG00000155657	ENST00000615779	NM_001256850	TTN	uc031rqd.3
ENSG00000155657	ENST00000589042	NM_001267550	TTN	uc031rqc.3
ENSG00000170144	ENST00000392524	NM_001330250	HNRNPA3	uc031rqb.2
ENSG00000170144	ENST00000392524	NM_001330251	HNRNPA3	uc031rqb.2
ENSG00000170144	ENST00000392524	NM_001330249	HNRNPA3	uc031rqb.2
ENSG00000170144	ENST00000392524	NM_194247	HNRNPA3	uc031rqb.2
ENSG00000071967	ENST00000409484	NM_001256909	CYBRD1	uc031rqa.2
ENSG00000183091	ENST00000618972	NM_001271208	NEB	uc031rpp.1
ENSG00000115762	ENST00000439822	NM_001267067	PLEKHB2	uc031rpf.2
ENSG00000115762	ENST00000403716	NM_001267063	PLEKHB2	uc031rpd.2
ENSG00000115762	ENST00000403716	NM_001267062	PLEKHB2	uc031rpd.2
ENSG00000136698	ENST00000621673	NM_001270421	CFC1	uc031rpc.2
ENSG00000136698	ENST00000615342	NM_001270420	CFC1	uc031rpb.2
ENSG00000196834	ENST00000451531	NM_001277406	POTEI	uc031rpa.2
ENSG00000163075	ENST00000413369	NM_001271049	CFAP221	uc031rou.2
ENSG00000196843	ENST00000454558	NM_001319092	ARID5A	uc031ron.2
ENSG00000196843	ENST00000454558	NM_001319093	ARID5A	uc031ron.2
ENSG00000196843	ENST00000454558	NM_001319096	ARID5A	uc031ron.2
ENSG00000196843	ENST00000454558	NM_001319094	ARID5A	uc031ron.2
ENSG00000163171	ENST00000611976	NM_001270436	CDC42EP3	uc031roa.1
ENSG00000115756	ENST00000613496	NM_001258358	HPCAL1	uc031rnq.2
ENSG00000115756	ENST00000622018	NM_001258357	HPCAL1	uc031rnp.2
ENSG00000118004	ENST00000418971	NM_001255985	COLEC11	uc031rnn.1
ENSG00000099326	ENST00000594234	NM_001267033	MZF1	uc031rnj.2
ENSG00000121417	ENST00000541801	NM_001265598	ZNF211	uc031rnh.1
ENSG00000121417	ENST00000299871	NM_001322306	ZNF211	uc031rng.2
ENSG00000121417	ENST00000299871	NM_001265597	ZNF211	uc031rng.2
ENSG00000229292	ENST00000341750	NM_001277397	RFPL4AL1	uc031rnc.2
ENSG00000204673	ENST00000391834	NM_001278160	AKT1S1	uc031rmg.1
ENSG00000204673	ENST00000391831	NM_001278159	AKT1S1	uc031rmf.2
ENSG00000126453	ENST00000619007	NM_001282520	BCL2L12	uc031rlz.2
ENSG00000126453	ENST00000619007	NM_001282516	BCL2L12	uc031rlz.2
ENSG00000126453	ENST00000619007	NM_001282519	BCL2L12	uc031rlz.2
ENSG00000126453	ENST00000614495	NM_001282521	BCL2L12	uc031rlv.2
ENSG00000142541	ENST00000621674	NM_001270491	RPL13A	uc031rlt.2
ENSG00000074219	ENST00000593945	NM_001256660	TEAD2	uc031rls.2
ENSG00000063177	ENST00000552588	NM_001270490	RPL18	uc031rlq.2
ENSG00000104983	ENST00000595358	NM_001267723	CCDC61	uc031rlj.2
ENSG00000007255	ENST00000592647	NM_001270892	TRAPPC6A	uc031rli.2
ENSG00000007255	ENST00000588062	NM_001270893	TRAPPC6A	uc031rlh.2
ENSG00000204920	ENST00000611002	NM_001260487	ZNF155	uc031rlg.1
ENSG00000204920	ENST00000611002	NM_003445	ZNF155	uc031rlg.1
ENSG00000204920	ENST00000611002	NM_001260486	ZNF155	uc031rlg.1
ENSG00000221878	ENST00000406070	NM_002783	PSG7	uc031rlb.3
ENSG00000160570	ENST00000595337	NM_001270614	DEDD2	uc031rkz.2
ENSG00000131943	ENST00000614091	NM_001256047	C19orf12	uc031rkd.1
ENSG00000183850	ENST00000597761	NM_001277403	ZNF730	uc031rkc.2
ENSG00000198521	ENST00000357491	NM_001256653	ZNF43	uc031rka.1
ENSG00000188032	ENST00000548523	NM_001277378	C19orf67	uc031rjr.2
ENSG00000179262	ENST00000592268	NM_001270363	RAD23A	uc031rjp.2
ENSG00000132026	ENST00000393233	NM_001270443	RTBDN	uc031rjn.2
ENSG00000132026	ENST00000393233	NM_001270445	RTBDN	uc031rjn.2
ENSG00000132026	ENST00000393233	NM_001270444	RTBDN	uc031rjn.2
ENSG00000196757	ENST00000622593	NM_001271848	ZNF700	uc031rjk.1
ENSG00000171017	ENST00000618098	NM_001268284	LRRC8E	uc031rje.2
ENSG00000174788	ENST00000598935	NM_001271830	PCP2	uc031rjd.2
ENSG00000197540	ENST00000592501	NM_001258351	GZMM	uc031rit.2
ENSG00000141655	ENST00000617039	NM_001270950	TNFRSF11A	uc031rio.1
ENSG00000141655	ENST00000616710	NM_001270949	TNFRSF11A	uc031rin.1
ENSG00000166845	ENST00000648616	NM_001288982	C18orf54	uc031rij.3
ENSG00000166845	ENST00000300091	NM_173529	C18orf54	uc031rij.3
ENSG00000215474	ENST00000620245	NM_001278063	SKOR2	uc031rif.1
ENSG00000152234	ENST00000590665	NM_001257334	ATP5F1A	uc031rid.2
